epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
25,2020-06-19,41,PB,Ingá,2506806,city,178,983.26244,0,2,0,0.0112,18103,True,False
25,2020-06-19,60,PB,Itabaiana,2506905,city,400,1634.1872,0,5,0,0.0125,24477,True,False
25,2020-06-19,57,PB,Itaporanga,2507002,city,8,32.39916,0,1,0,0.125,24692,True,False
25,2020-06-19,59,PB,Itapororoca,2507101,city,93,498.28547,0,3,0,0.0323,18664,True,False
25,2020-06-19,39,PB,Itatuba,2507200,city,87,793.65079,0,1,0,0.0115,10962,True,False
25,2020-06-19,37,PB,Jacaraú,2507309,city,50,346.47634,0,2,0,0.04,14431,True,False
25,2020-06-19,32,PB,Jericó,2507408,city,3,38.7647,0,0,0,0.0,7739,True,False
25,2020-06-19,94,PB,João Pessoa,2507507,city,8984,1110.48621,0,249,0,0.0277,809015,True,False
25,2020-06-19,43,PB,Joca Claudino,2513653,city,1,37.93627,0,0,0,0.0,2636,True,False
25,2020-06-19,40,PB,Juarez Távora,2507606,city,68,856.85484,0,0,0,0.0,7936,True,False
25,2020-06-19,45,PB,Juazeirinho,2507705,city,78,429.25541,0,0,0,0.0,18171,True,False
25,2020-06-19,78,PB,Junco do Seridó,2507804,city,14,195.8042,0,1,0,0.0714,7150,True,False
25,2020-06-19,44,PB,Juripiranga,2507903,city,213,1980.29007,0,3,0,0.0141,10756,True,False
25,2020-06-19,32,PB,Juru,2508000,city,9,91.21313,0,0,0,0.0,9867,True,False
25,2020-06-19,31,PB,Lagoa,2508109,city,3,64.2949,0,0,0,0.0,4666,True,False
25,2020-06-19,40,PB,Lagoa de Dentro,2508208,city,11,142.50551,0,0,0,0.0,7719,True,False
25,2020-06-19,54,PB,Lagoa Seca,2508307,city,238,865.36014,0,3,0,0.0126,27503,True,False
25,2020-06-19,35,PB,Lastro,2508406,city,9,328.82718,0,0,0,0.0,2737,True,False
25,2020-06-19,23,PB,Livramento,2508505,city,7,96.47189,0,0,0,0.0,7256,True,False
25,2020-06-19,35,PB,Logradouro,2508554,city,21,484.76454,0,0,0,0.0,4332,True,False
25,2020-06-19,53,PB,Lucena,2508604,city,140,1070.33639,0,1,0,0.0071,13080,True,False
25,2020-06-19,29,PB,Mãe d'Água,2508703,city,10,249.43876,0,0,0,0.0,4009,True,False
25,2020-06-19,40,PB,Malta,2508802,city,19,329.91839,0,0,0,0.0,5759,True,False
25,2020-06-19,51,PB,Mamanguape,2508901,city,675,1503.94367,0,11,0,0.0163,44882,True,False
25,2020-06-19,31,PB,Manaíra,2509008,city,2,18.2565,0,0,0,0.0,10955,True,False
25,2020-06-19,23,PB,Marcação,2509057,city,12,140.21968,0,0,0,0.0,8558,True,False
25,2020-06-19,54,PB,Mari,2509107,city,223,1021.20255,0,6,0,0.0269,21837,True,False
25,2020-06-19,56,PB,Marizópolis,2509156,city,5,75.56294,0,1,0,0.2,6617,True,False
25,2020-06-19,45,PB,Massaranduba,2509206,city,85,610.71993,0,0,0,0.0,13918,True,False
25,2020-06-19,47,PB,Mataraca,2509305,city,64,758.83329,0,2,0,0.0312,8434,True,False
25,2020-06-19,46,PB,Matinhas,2509339,city,30,666.66667,0,0,0,0.0,4500,True,False
25,2020-06-19,31,PB,Mato Grosso,2509370,city,7,240.71527,0,1,0,0.1429,2908,True,False
25,2020-06-19,41,PB,Maturéia,2509396,city,17,258.79129,0,0,0,0.0,6569,True,False
25,2020-06-19,39,PB,Mogeiro,2509404,city,32,240.8913,0,1,0,0.0312,13284,True,False
25,2020-06-19,32,PB,Montadas,2509503,city,24,423.35509,0,0,0,0.0,5669,True,False
25,2020-06-19,50,PB,Monteiro,2509701,city,49,147.49263,0,1,0,0.0204,33222,True,False
25,2020-06-19,48,PB,Mulungu,2509800,city,92,929.10523,0,1,0,0.0109,9902,True,False
25,2020-06-19,40,PB,Natuba,2509909,city,19,181.74861,0,0,0,0.0,10454,True,False
25,2020-06-19,18,PB,Nazarezinho,2510006,city,4,54.78702,0,1,0,0.25,7301,True,False
25,2020-06-19,47,PB,Nova Floresta,2510105,city,6,56.40158,0,0,0,0.0,10638,True,False
25,2020-06-19,38,PB,Nova Olinda,2510204,city,5,84.04774,0,0,0,0.0,5949,True,False
25,2020-06-19,21,PB,Nova Palmeira,2510303,city,16,326.13127,0,0,0,0.0,4906,True,False
25,2020-06-19,37,PB,Olho d'Água,2510402,city,25,383.08305,0,0,0,0.0,6526,True,False
25,2020-06-19,24,PB,Olivedos,2510501,city,13,330.62055,0,0,0,0.0,3932,True,False
25,2020-06-19,29,PB,Ouro Velho,2510600,city,0,,0,0,0,0.0,3039,True,False
25,2020-06-19,10,PB,Parari,2510659,city,2,112.93055,0,0,0,0.0,1771,True,False
25,2020-06-19,35,PB,Passagem,2510709,city,17,702.76974,0,0,0,0.0,2419,True,False
25,2020-06-19,82,PB,Patos,2510808,city,950,882.8586,0,47,0,0.0495,107605,True,False
25,2020-06-19,33,PB,Paulista,2510907,city,52,421.15494,0,1,0,0.0192,12347,True,False
25,2020-06-19,18,PB,Pedra Lavrada,2511103,city,17,216.75379,0,0,0,0.0,7843,True,False
25,2020-06-19,57,PB,Pedras de Fogo,2511202,city,605,2125.93998,0,9,0,0.0149,28458,True,False
25,2020-06-19,24,PB,Pedro Régis,2512721,city,1,16.42306,0,0,0,0.0,6089,True,False
25,2020-06-19,49,PB,Piancó,2511301,city,30,186.62519,0,2,0,0.0667,16075,True,False
25,2020-06-19,38,PB,Picuí,2511400,city,54,288.72373,0,0,0,0.0,18703,True,False
25,2020-06-19,50,PB,Pilar,2511509,city,80,671.30989,0,1,0,0.0125,11917,True,False
25,2020-06-19,46,PB,Pilões,2511608,city,30,452.1477,0,0,0,0.0,6635,True,False
25,2020-06-19,50,PB,Pilõezinhos,2511707,city,99,1989.54984,0,0,0,0.0,4976,True,False
25,2020-06-19,47,PB,Pirpirituba,2511806,city,45,425.37102,0,0,0,0.0,10579,True,False
25,2020-06-19,50,PB,Pitimbu,2511905,city,352,1846.31524,0,4,0,0.0114,19065,True,False
25,2020-06-19,44,PB,Pocinhos,2512002,city,28,150.82956,0,0,0,0.0,18564,True,False
25,2020-06-19,65,PB,Pombal,2512101,city,104,317.0635,0,0,0,0.0,32801,True,False
25,2020-06-19,16,PB,Prata,2512200,city,0,,0,0,0,0.0,4209,True,False
25,2020-06-19,51,PB,Princesa Isabel,2512309,city,27,115.65646,0,1,0,0.037,23345,True,False
25,2020-06-19,41,PB,Puxinanã,2512408,city,99,723.68421,0,0,0,0.0,13680,True,False
25,2020-06-19,63,PB,Queimadas,2512507,city,293,666.4089,0,0,0,0.0,43967,True,False
25,2020-06-19,38,PB,Quixaba,2512606,city,22,1124.74438,0,0,0,0.0,1956,True,False
25,2020-06-19,46,PB,Remígio,2512705,city,114,581.01014,0,2,0,0.0175,19621,True,False
25,2020-06-19,16,PB,Riachão,2512747,city,11,306.57748,0,0,0,0.0,3588,True,False
25,2020-06-19,44,PB,Riachão do Bacamarte,2512754,city,146,3229.37403,0,0,0,0.0,4521,True,False
25,2020-06-19,64,PB,Riachão do Poço,2512762,city,17,377.02373,0,1,0,0.0588,4509,True,False
25,2020-06-19,29,PB,Riacho de Santo Antônio,2512788,city,6,308.00821,0,0,0,0.0,1948,True,False
25,2020-06-19,52,PB,Riacho dos Cavalos,2512804,city,3,35.18649,0,0,0,0.0,8526,True,False
25,2020-06-19,51,PB,Rio Tinto,2512903,city,222,918.26605,0,7,0,0.0315,24176,True,False
25,2020-06-19,28,PB,Salgadinho,2513000,city,8,205.92021,0,0,0,0.0,3885,True,False
25,2020-06-19,37,PB,Salgado de São Félix,2513109,city,61,502.47117,0,0,0,0.0,12140,True,False
25,2020-06-19,29,PB,Santa Cecília,2513158,city,10,152.48551,0,0,0,0.0,6558,True,False
25,2020-06-19,14,PB,Santa Cruz,2513208,city,5,75.95321,0,0,0,0.0,6583,True,False
25,2020-06-19,52,PB,Santa Helena,2513307,city,3,50.94244,0,0,0,0.0,5889,True,False
25,2020-06-19,23,PB,Santa Inês,2513356,city,5,139.08206,0,0,0,0.0,3595,True,False
25,2020-06-19,45,PB,Santa Luzia,2513406,city,126,819.13925,0,4,0,0.0317,15382,True,False
25,2020-06-19,27,PB,Santana dos Garrotes,2513604,city,2,28.44546,0,0,0,0.0,7031,True,False
25,2020-06-19,74,PB,Santa Rita,2513703,city,1006,736.53229,0,88,0,0.0875,136586,True,False
25,2020-06-19,40,PB,Santa Teresinha,2513802,city,24,524.81959,0,0,0,0.0,4573,True,False
